stars,spectral_types,specfiles,hits_start,hits_end,waves1,waves2,distances,HorK
GJ3256,M3,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-18T12:11:35.907.fits,15188,15206,3933.61,3933.79,21.1,T
GJ3256,M3,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-18T12:11:35.907.fits,18668,18688,3968.41,3968.61,21.1,T
GJ3367,M0,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-26T16:54:18.543.fits,15162,15191,3933.37,3933.66,26.01,T
GJ3367,M0,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-26T16:54:18.543.fits,18642,18671,3968.17,3968.46,26.01,T
GJ3379,M3.5Ve,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2023-11-01T01:01:37.148.fits,15109,15132,3933.95,3934.18,5.21,T
GJ3379,M3.5Ve,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2023-11-01T01:01:37.148.fits,18590,18611,3968.76,3968.97,5.21,T
GJ341,M0.0,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-02T10:01:28.487.fits,15260,15283,3934.07,3934.3,10.46,T
GJ341,M0.0,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-02T10:01:28.487.fits,18742,18752,3968.89,3968.99,10.46,T
GJ341,M0.0,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-02T10:01:28.487.fits,18753,18765,3969.0,3969.12,10.46,T
GJ355,K1Vp,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-07T08:34:38.227.fits,15190,15240,3933.51,3934.01,18.29,T
GJ355,K1Vp,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-07T08:34:38.227.fits,18680,18714,3968.41,3968.75,18.29,T
GJ358,M3V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-06T10:06:38.680.fits,15208,15229,3933.81,3934.02,9.6,T
GJ358,M3V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-06T10:06:38.680.fits,18689,18709,3968.62,3968.82,9.6,T
GJ3620,K5Vk:,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-16T11:07:14.923.fits,15160,15166,3933.4,3933.46,21.25,T
GJ3620,K5Vk:,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-16T11:07:14.923.fits,15177,15183,3933.57,3933.63,21.25,T
GJ369,dM0.5,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-06T10:05:59.773.fits,15293,15299,3934.38,3934.44,13.12,T
GJ369,dM0.5,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-06T10:05:59.773.fits,15307,15314,3934.52,3934.59,13.12,T
GJ382,M2V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2019-01-28T01:11:05.635.fits,15157,15184,3933.64,3933.91,7.7,T
GJ382,M2V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2019-01-28T01:11:05.635.fits,18639,18663,3968.46,3968.7,7.7,T
GJ3822,M1V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-26T16:51:20.557.fits,15156,15168,3933.44,3933.56,20.34,T
GJ3822,M1V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-26T16:51:20.557.fits,15169,15180,3933.57,3933.68,20.34,T
GJ3822,M1V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-26T16:51:20.557.fits,18636,18659,3968.24,3968.47,20.34,T
GJ393,dM2,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2015-04-15T08:03:55.430.fits,15229,15245,3933.7,3933.86,7.03,T
GJ393,dM2,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2015-04-15T08:03:55.430.fits,18713,18724,3968.54,3968.65,7.03,T
GJ3996,M0V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2019-04-10T04:12:26.120.fits,18630,18638,3968.49,3968.57,26.1,T
GJ3996,M0V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2019-04-10T04:12:26.120.fits,18639,18648,3968.58,3968.67,26.1,T
GJ410,M1.0V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-02T10:01:53.140.fits,15180,15223,3933.27,3933.7,11.94,T
GJ410,M1.0V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-02T10:01:53.140.fits,18662,18701,3968.09,3968.48,11.94,T
GJ4140,M0V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-16T11:03:50.270.fits,15211,15238,3933.63,3933.9,21.65,T
GJ4140,M0V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-16T11:03:50.270.fits,18692,18719,3968.44,3968.71,21.65,T
GJ4244,K5.5V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2023-06-08T01:01:47.593.fits,15110,15141,3933.87,3934.18,23.73,T
GJ4244,K5.5V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2023-06-08T01:01:47.593.fits,18593,18604,3968.7,3968.81,23.73,T
GJ4244,K5.5V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2023-06-08T01:01:47.593.fits,18605,18620,3968.82,3968.97,23.73,T
GJ4303,M4V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2023-08-06T01:02:00.651.fits,15098,15120,3933.6,3933.82,23.78,T
GJ4303,M4V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2023-08-06T01:02:00.651.fits,18578,18600,3968.4,3968.62,23.78,T
GJ4353,M3V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2016-10-11T01:02:07.098.fits,15209,15238,3933.7,3933.99,20.73,T
GJ4353,M3V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2016-10-11T01:02:07.098.fits,18692,18715,3968.53,3968.76,20.73,T
GJ4377,K2V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2015-11-09T02:00:55.900.fits,15213,15228,3933.71,3933.86,21.93,T
GJ4377,K2V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2015-11-09T02:00:55.900.fits,15229,15238,3933.87,3933.96,21.93,T
GJ479,M3V(e),/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-16T11:07:02.327.fits,15197,15220,3933.48,3933.71,9.48,T
GJ479,M3V(e),/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-16T11:07:02.327.fits,18678,18698,3968.29,3968.49,9.48,T
GJ488,M0V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-02T10:01:44.470.fits,15171,15201,3933.58,3933.88,10.65,T
GJ488,M0V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-02T10:01:44.470.fits,18654,18681,3968.41,3968.68,10.65,T
GJ496.1,K9Vk:,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2023-06-04T01:01:48.383.fits,15164,15168,3934.09,3934.13,16.29,T
GJ496.1,K9Vk:,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2023-06-04T01:01:48.383.fits,15179,15183,3934.24,3934.28,16.29,T
GJ514,M1.0Ve,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-02T10:02:21.190.fits,15241,15268,3933.72,3933.99,7.62,T
GJ514,M1.0Ve,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-02T10:02:21.190.fits,18723,18746,3968.54,3968.77,7.62,T
GJ517,K5Ve,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-02T09:59:25.523.fits,15181,15230,3933.13,3933.62,20.52,T
GJ517,K5Ve,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-02T09:59:25.523.fits,18665,18708,3967.97,3968.4,20.52,T
GJ524.1,K5V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-02T10:00:38.183.fits,15218,15243,3933.61,3933.86,29.42,T
GJ524.1,K5V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-02T10:00:38.183.fits,18700,18723,3968.43,3968.66,29.42,T
GJ526,M2V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-17T11:24:47.153.fits,15225,15230,3933.79,3933.84,5.44,T
GJ54.1,M4.0Ve,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-02T09:59:29.393.fits,15204,15220,3933.95,3934.11,3.71,T
GJ54.1,M4.0Ve,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-02T09:59:29.393.fits,18686,18700,3968.77,3968.91,3.71,T
GJ551,M5.5Ve,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2026-03-04T01:01:10.048.fits,14967,14971,3933.37,3933.41,1.3,T
GJ551,M5.5Ve,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2026-03-04T01:01:10.048.fits,18446,18451,3968.16,3968.21,1.3,T
GJ569,M3V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-16T11:04:22.300.fits,15164,15202,3933.38,3933.76,9.93,T
GJ569,M3V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-16T11:04:22.300.fits,18647,18681,3968.21,3968.55,9.93,T
GJ583,K4V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-16T11:05:37.467.fits,15152,15179,3933.29,3933.56,19.18,T
GJ583,K4V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-16T11:05:37.467.fits,18634,18642,3968.11,3968.19,19.18,T
GJ583,K4V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-16T11:05:37.467.fits,18645,18658,3968.22,3968.35,19.18,T
GJ588,M2.5V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2018-05-18T01:05:18.064.fits,15200,15217,3933.86,3934.03,5.92,T
GJ588,M2.5V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2018-05-18T01:05:18.064.fits,18682,18698,3968.68,3968.84,5.92,T
GJ606,M1V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-16T11:03:32.223.fits,15153,15178,3933.32,3933.57,13.29,T
GJ606,M1V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-16T11:03:32.223.fits,18634,18657,3968.13,3968.36,13.29,T
GJ674,M3V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-01T10:20:37.090.fits,15233,15248,3933.55,3933.7,4.55,T
GJ674,M3V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-01T10:20:37.090.fits,18713,18729,3968.35,3968.51,4.55,T
GJ676,M0V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-26T16:54:24.393.fits,15185,15215,3933.0,3933.3,16.03,T
GJ676,M0V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-26T16:54:24.393.fits,18669,18692,3967.84,3968.07,16.03,T
GJ696,K7V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-02T10:00:05.110.fits,15196,15200,3933.3,3933.34,22.19,T
GJ696,K7V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-10-02T10:00:05.110.fits,15204,15210,3933.38,3933.44,22.19,T
GJ701,M0V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-16T11:06:22.507.fits,15208,15229,3933.99,3934.2,7.73,T
GJ701,M0V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-16T11:06:22.507.fits,18691,18709,3968.82,3969.0,7.73,T
GJ707,M0V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2023-07-25T01:01:03.989.fits,15111,15139,3933.49,3933.77,13.2,T
GJ707,M0V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2023-07-25T01:01:03.989.fits,18593,18602,3968.31,3968.4,13.2,T
GJ707,M0V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2023-07-25T01:01:03.989.fits,18603,18618,3968.41,3968.56,13.2,T
GJ726,K5V,/Users/blfields/.astropy/cache/astroquery/Eso/ADP.2014-09-16T11:06:55.153.fits,15232,15247,3933.74,3933.89,14.26,T
